,#,item 1,item 2,item 3,item 4,item 5,item 6,item 7,item 8,item 9,item 10,item 11,item 12,item 13,item 14,item 15,item 16,item 17,item 18,item 19,item 20,item 21,item 22,item 23,item 24,item 25,item 26
340,r0216835cfrrz25ag2qr02168r27158c,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1
341,you3t8e0by7vhs2nyoun5yw72tsmglcw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
342,35l1x29g4pupadqqim4rg35l1x2tfymc,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
343,n4iixbxkcypdn4iij784urw2e0mcoea7,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1
344,cjo9z2pczpp4zwwsqwffbcjo9z2pcrm5,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
345,ku1hsekchmbvzkuanoe1spy1weh9zrbn,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
346,6ndiwwsi2of7hb69o6ndin0pqyehzk7e,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,83v15uckleiiglwo83v154wnvd7g9ujx,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
348,jc8x4jb1wpv6y1nqf3bqo9jc8x4mjzqg,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
349,4d5aba0ldmv7hgqm76b4d5abxhtrmu20,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
350,d78y1uffqocmh6wts0b8syd78y14xcmc,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
351,8f79fuc3bh7p20o8t9pfr8f79fuc4r40,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
352,kwmlvx3h55bawgoaa6kwmlvxkwa2ed10,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
353,ya3ruwg4uh8z3zya3r7sx8jpbnz56gwx,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
354,avcfkg6crea633dknavcfkwocr6kn0h1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
355,os6v72d3ed2io67qgjos6v72gfw6ru61,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
356,i6d2jz6egmjv4f9ge0i6db30pazczbj5,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
357,j4o64z93a6in7x2isj4o643d5yxz4xj1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
358,egn372q9qa7mre5htegn3770rzjr3aw6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
359,7qj477rupz3qt8f1v7qj477ro6p6qucz,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
360,cio7fwsd78beklavycio7c2af7ttjtcz,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
361,up1s22n39gdp4vm3up1sfs02kfvg55jo,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
362,pjqximdfunuvf8p8d5sdpjqxx540ullr,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
363,3v1vga8e9sn5p4h8g3v1vgo5zkasi2sh,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
364,wg4swri7z0dh3lrdvwg4sw2i5a8ii1pw,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
365,17e6zo2imvw3k17epzifqjkd67haykuj,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
366,q7es9cjn387xxnin4qq7es9cjer5xuqj,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
367,rdlby7kipu97v5vrdlbyvueh2muo2zrt,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
368,9svvu9p4q10a9uier9v9svvu9pprflv7,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
369,8z87vpue2gukb5f9xpt918z87vpukowf,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
370,zf0vrvhcno3tcnozf0mrd3hmgqts0xbu,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
371,gu2ablcbzqwirkorbx5hgu2ablcv2zkn,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
372,cnk2hu5osc1gq04xcnk2hu51tfdny512,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
373,wfdkm2v0yem7sakqrfud6owfdkm2m6nk,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1
374,0qm5z2p4tuj0oplavxr0qm5zhv0y85lz,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
375,4jazeieyf2l57p34jazeunknatt00ws0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
376,79faxjb598govq79favjcuh0zuwhglmz,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1
377,ds9noeeqk6a938teo9ds9noeedix9omf,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
378,2606khtajech8a6l4h402606kht6db6u,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
379,bt22cackd6uiaw0a4bt22cf5xejj1fyc,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
380,xj4rlx9pu9ekttdc62q5f4xj4rlxgidv,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
381,bocohydfoomgzvbocoljajn416j46gqt,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
382,3n5ztp2mhwvgd8ph6l1s3n5ztp250xp0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
383,41zayoqoto488tz9r8t41zayoqf4a3yf,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
384,i07izj2ecn88m9fwfi07izj2k7ar6hys,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
385,jvox44puzlh16w6e6jvox4chozqow2ml,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
386,g94ab9pawaestzgjhzzfg94ab9zhvelc,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
387,tkgekylnropdtkge02z5gul0tots7v0g,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
388,4ku9e93z34tx1sud2aic24ku9e93zt4i,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
389,9q06ecssm7tizsi959q004llhdi7a4ki,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
390,4b5vg6d6q7c56kl2b564bc95u29wky3e,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
391,ke58yhq9mmh6ncmapke58yhzo5xgry0n,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
392,qazlufd3q5m72vk5l6qazlufbfihoijt,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
393,9f4r3ecrqvfq3uec9f4rco60yq7hdhca,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
394,4xyefrptdbmeu3qw4xyel1xhv53n3xkg,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
395,nxltkigi2vcj8o9sp8pnxltkigyc5cgn,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1
396,7fxablfdcmwvvl5ukhfn7fxabiotb2o1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
397,np1iz4io7d5izuz4c0eesuinp1iz4vlr,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
398,xgwt6sp18ubgestkih5j9xgwt6puj2dw,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
399,5yslgpjkaa2fbkr99i5yslgpdb7wprlv,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
400,fmlp8knieyxhm034o3fml33s3cfvgxtw,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
401,w0jlp9emmbs1smw0jlp90aqqvgz4leit,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
402,ebtg9ix1ozeij4makrebtg9ibsva1qxp,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
403,zj79jnpj8g2un7hwsdzj79jnp5poriut,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
404,5894czyx25vb6o40k5894hvdq5nrntd8,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
405,2cs2j497wkcvsxxs2cqowquu18kuj3hz,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
406,t75spdna52vh89r3tkd11t75spdforgw,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
407,g6y8tibmjm32p03jn3dg6y8tl20mcxyh,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
408,i2wubl2wudchjm1i6znpi2wublhtv6cf,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
409,03o795a6ewbzoc9w03o7916m09n9ec6y,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
410,0r5luri38hcxgs9p0uj0o0r5lu4n9r54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
