"","ids","learn_scores","cog_scores"
"1","l57iwxvbsb30sjpuy45hil57iwntda7l",0.606953837767116,1.20440365281476
"2","hml6linh2hxbyusch5khml6lxf31xwnj",-0.923318495247204,-0.0747726274096635
"3","mxyvt2njz01ozvgiam0y5jmxyvt2dsw5",0.969199121041479,-1.39369367236651
"4","er329a654xjyg4w954ccpaer329az2ct",-0.0570072231787385,-0.0980853203386127
"5","lqmsqqqpqf86dkqi63rtgep7lqmsqqng",-1.00846969441874,0.295806384243605
"6","zgz99euhlazikmeym4izgz99eu797hm0",-0.497429716767835,0.669481632543313
"7","jttlvk8lin0b45zhm2jttlvkjue38spn",-0.860460584439345,0.0908958401200786
"8","c5d284y0lbntgkk3c5d284oztrpbtp3o",-1.45582202390833,-1.43740707459158
"9","ey17flrkpgpere6a9oey17ndj3ot2nyn",-0.0990079041941946,-1.48308961841734
"10","20kwiyjcppv600bcn520kwicwgz1lf19",0.0520811081594333,-1.68029535659098
"11","co3812bm0p19rouqtbimt3ajco38122q",-0.405853794543041,-1.11077988502406
"12","zpzv7dm2n9uy1qnyb6orzpzv7mkcsz9m",-0.127576273678752,0.735683018298108
"13","xvpng2nv9mfvscxvphl8clw8m2vd783m",1.21629604344665,0.746662436841672
"14","63v9knrd3al1qervaj63vxocafk7h55z",-1.23978570432946,-1.07070497198582
"15","2trhovawercokmtln1e97112trhovaw2",0.934012304817344,-0.197941376818714
"16","g6qcsjhp0ksj4vq66g6qcsu386uwm44z",0.097005690193457,0.473750592750541
"17","vbeyhmfo1vau9f24tvcvbeyhm0hwytq5",-1.76988091035904,-0.984875716658673
"18","1drqazmezh5lyzw1drqeijyjiaghupul",-0.484779889209078,-0.806463159788602
"19","875nfbagpbkjqwyehi875nfbknlbdvgo",-1.84080627820397,-0.989753699570762
"20","qhsy1rwydskpr5kbjl9qhsy1rw22mpw3",-1.35781307762034,-1.77786393506665
"21","32rcnt93k8yh5wsv9132rsapf7mamzn9",-1.474353275632,-0.673947307890603
"22","va7x5zm3koad9y3khova7x5qrxw5ylw1",-0.408647430065144,0.4138489857339
"23","2b6xmqc53oldbsg2b6xgun5jf0x1zrnl",0.56216338237087,-1.29040305803477
"24","npnyhbkdo9jl7e7mnpnyhbkzrit0d15v",0.862585344679623,0.287707194164808
"25","9ablclps7lqgjwgma9ablj7h7z7b3ir2",1.05845537877655,-0.804494216245171
"26","7uvnzwpuw5trwkkbw7uhw9r5dfqqtoiu",-0.237179975358663,-0.876446161860519
"27","iuazo1zkzkua0deo6lhiuazo1dwmxcal",0.329008889978285,1.04089754320696
"28","9v53vpugb0mxr3pq49v53vaz24428vpi",-1.34083372852685,0.544726034208987
"29","8bc8ycwgo4en8c88bc8mpufa1ttauhnn",0.912157015271439,0.943816696917387
"30","6959nzpkydaey0qlu37l6959nz16vk0t",0.877790428705629,1.14137723961975
"31","by28mj42bpbk9pabzo4fg6oiby28m2a4",0.204752028168893,1.13490306820324
"32","87oz66mqppm9bgyc87oz66p0mja3mb3m",-1.06024413701374,-0.536749153535249
"33","9ohx6kc95t4xjnqq9ohx6k04n09m15dp",1.14132519841558,-1.41968758364196
"34","6j1heznmflnwsb4o6j1hezn53h8yl10q",0.863004058519324,1.37477903999669
"35","10m2cyzw0nsk10o1xr2d0u7n8pugc2jr",-0.355101825030971,0.0460261883414313
"36","j61a6zqhqbxnrxg426syj61a6zgxpk2e",1.93231712377347,1.13284292833725
"37","h0zp8qkts3yq00h0zp26mroxn0di0wek",-0.112621838835893,0.446654773640558
"38","ffbijrfsqjsh45rff3vaznab1ltf3vaj",-0.830523953588441,0.606167147125661
"39","g9sbwxwb1rvgx4jeg9sbjotgkcyw0613",-0.615647973694439,-0.872022208824777
"40","i35af7tm1rbitux6y41oi35af7th36in",0.29526728940087,0.345573623489415
"41","rw3wxdix70y30hprw3wwuuid9eiu4v1q",-0.634623545820966,-0.133289101575683
"42","xx072art30iksif6ejqxx07o6ry9mh9g",-0.856206283967161,-1.7086680974163
"43","gw8gxe1qohgp0wi20pgw812d8wi23n7t",0.853032914782319,1.18266268651878
"44","6zski6cl6gcl1lesm6zskmetstw65sg0",-0.233790112292442,0.58965963251911
"45","mjx1hq8mb5p9ra3mjx1hq8ftpuu9g7vl",-0.517980671470762,0.0710690350303529
"46","5vfwyx1vjw01871f3f5i845vfk6rwuu8",-0.743235098449435,-0.313261395396629
"47","f0fv3k16ixwf5nf0fv3kjgk2xf7khotr",0.685798642528063,0.228327590497676
"48","0m4vlu0jb1h90m4wsc8e9vqr66s9gq48",-1.3896606421958,-0.544683417426919
"49","lvinkgz4r6quz434r4lvinkg441qqd67",-0.664639644202276,-1.88615334959695
"50","lro1olonaldi3eup90q9lro1ole0vey3",0.564653037378595,0.429646157250346
"51","9yop6ih3oo10ksglnm9yop6iwqz5y6p1",0.180467274531591,0.873817440900861
"52","qtr6a70oh9gzhuck7gli23o4qtr6a70a",0.155130984686537,-0.345463002690853
"53","4rvg8h85qnn3r44rvg8ndvia20541727",0.638521929520967,0.219928688097847
"54","c6v0zrhm1qsr9jdc6v0z9q3p5g01j9mf",-1.02760982494488,-1.7037719984765
"55","rlz2wsriq48vgdrlz2wbo1y176t16xtx",-0.34910719308219,0.0318912629635857
"56","5e4y2ft4xjibgbamic75e4y2hzxhln2v",1.31072981590155,0.129107809108249
"57","9eeea3gl19rhwnt74ykg9eeeabunqx66",0.364883151399407,0.777108656139212
"58","t0f30j01gu8s4mt0f3tftu2mj6de3123",1.5357346408352,-1.31248100412758
"59","da4fpwzwdxgd9948l99da4fpwfcup147",-1.2859213589481,0.221719895338897
"60","zcjopyb34jfzrtkkzcjourzg3gfcr82g",0.205214333310891,1.24647655415655
"61","m738ldm3mf9nk42p0m738ldhydbsbd94",1.760374024158,1.05862625859621
"62","zb89cu1hnahydarlyjcn5zb89cu1holu",-1.14970131776045,0.661925312003231
"63","seyymhw7q5gne92nb0trpseyymhwsogj",0.473072564456358,0.194813750520481
"64","53xyonmf7lqe8n65253xyoz3a19jdl3l",-0.0453832387777391,0.0912645543810911
"65","mkea71qkdncj6rtw2mkeablmbxt49kj9",-0.166969526284682,0.408385837143034
"66","o52llskwbxyit58ei6v79o52llskrt0p",-0.0504514001407578,0.656503962969808
"67","mji6or0ulw3wj23koiokbmji6jmw2m4a",0.441154564646679,-1.73889008593645
"68","5p7ppuuu2nhlul6ip3uk4s5p7pputl0t",-0.693259527366905,0.106623594818553
"69","elpy71hb4dfn7sthkaelpy71hgaqibbm",-0.547929107666123,-1.41588553281081
"70","n6kozh5i3wrcjq452vqmvzqvn6kozhhf",-0.599099372669475,-1.06825442349783
"71","n2g2h5vputc8td4ktzcn2g2h54y5l2jt",-0.657561015841337,0.159558989504418
"72","3vvnzsqmmud9bam4yh3vvnzs1jmg97mc",-1.18170178297371,-1.60231893346486
"73","eao59oko97266znstqeao59q6d2a14xa",0.697204803134274,-1.03797777489517
"74","m1x080sk6npaq73ha5m1x080sdoefva7",0.108488676011863,1.05698950443139
"75","oywvfds7atc8whwwooywvfds04gtfsqt",-1.43455757698434,0.593262102473506
"76","1qaehr7wd64aihy1qaehwox9llzbzo8z",-0.771403967735826,0.291820198849712
"77","7ipx1u6zthqmcbt50x1jdn1j7ipx1u6l",-0.137412385035358,0.871880823557451
"78","zyhmv9czf9lvggmdfucozyhmvqf6aiga",0.670942013979473,1.44040425582572
"79","wa7jdogzz4y2be4lxiwa73dvfqcttgo7",-0.157012375920401,-0.569989211017882
"80","phsk6rmlx0drxgd1phsksg1ak2zptiqw",-1.21214733176885,1.04207823769962
"81","osh7o5s2h28ihaoshwap92qplfchasec",-1.37930258434676,-0.810051649722679
"82","ntqayekfzq4f2fvjzm8ntqa4101miomi",-1.12202664204691,0.125459756416764
"83","6x7je44uyn1c0n6x7je4khrkjku27zqv",-0.312107668696775,-0.706395145199264
"84","k5kl37u1g7gmhzhnvck5klc2dguroyoa",0.939786748116079,0.324981651193227
"85","hmkxx3129lrd4u2smhmk8gsvxikq6mf9",-1.20784577174902,0.691868809866902
"86","afdafu9vn4seij1b4cx9afdafu99vpc4",0.230624526657437,0.205603015653824
"87","5dv2rshi6cx3cu1a15ztd5dv2rsh7gh0",-0.06999496832506,0.402945116476357
"88","cw6pegl6wrqcw61p838e1lj730zp1k09",-1.78827504368963,-0.88019894130919
"89","zolz3ihddsve7mheuuvmhazolz3ihbpq",0.769052805130145,-0.350822626408879
"90","taco3s1p5ec012vtaco3xj9dilf23qjj",1.3124888579357,0.344796938393839
"91","lnmh3xvrya2ryti6dezsdlnmh37h7mlh",-0.034328183735101,-1.26865304710427
"92","v3qtgml0b7byxwv3qtvr2s0dx04pqjj9",-0.368461797420644,-1.2386611365419
"93","cjidks01ff5ogv6anyvd0gcjidks01fy",0.0456598160139913,-1.43058285800131
