,#,country,gender,age,household_income,education_level,years_from_grad,previous_lang_perf,previous_math_perf,time_in_mins,percent_viewed,views_number,learn_scores,cog_scores
208,q4b4lesqzakfthiyzq4b4l10vri10ksx,Kenya,Female,31,1,2,-1.0,4,5,54,99.81,1.0,0.756317475025477,-0.0565652812040293
209,jsglqt3zhhut9m33yjsglqtp05hap6p3,Kenya,Female,25,5,2,4.0,5,5,85,100.0,1.0,0.157578142598336,1.37614369175262
210,prgf48o2kfigb1q2w5mlt3uxprgf48oy,Kenya,Male,24,2,2,0.0,5,4,30,99.675,1.0,-1.96811189771976,-2.20387001147126
211,s515c412cv6mtinpyksjs515c4sglexa,Kenya,Male,27,2,2,6.0,5,5,42,90.95,2.0,0.707242275193043,0.660108002006479
212,63g7vqhgx096l5heyh363g7ij03mn18b,Kenya,Male,26,3,2,3.0,5,5,101,100.0,1.0,1.36129164308844,0.903034050316975
213,5ioerp09118tr05iopf30n60brb3u1zw,Sierra Leone,Male,23,5,3,1.0,4,3,18,99.35,2.5,-1.77069529932718,-1.09036565211869
214,66zpsdcubt3igdgp7d9066zpsdcu1f5c,Kenya,Male,27,1,2,2.0,5,4,68,100.0,1.5,-0.0854189239061746,-0.633684533663134
215,yg9jklc320jvvf2hxjyg9jkuq4m2w5ct,Egypt,Female,25,2,2,0.0,4,4,106,100.0,1.5,1.33045134657277,1.67836478905122
216,qh5mb9zzngtw8o1ppef3qh5md52dwtkf,Malawi,Male,35,5,2,10.0,5,5,107,100.0,1.0,0.0895559974614813,0.706816432676705
217,7qj4blv908efmp9bqb7qj4b48brnotnd,Kenya,Female,21,1,2,-1.0,5,5,9,78.94,2.0,-0.572208907208299,0.374416435264504
218,swsch2spausnzasrxnswscegemhs6ww9,Nigeria,Male,28,1,3,2.0,5,5,121,100.0,2.0,-0.336819047900229,-0.0434672839809305
219,xn8f3idaglj13qnsyxn8f3d9zj3wxxy7,Kenya,Female,23,1,2,2.0,5,5,70,55.695,1.5,-0.33452136082176,0.978019127730796
220,dv8g8qc2plftrubdv8g8q4fb05bjmc35,Kenya,Female,22,2,2,0.0,4,5,55,100.0,2.0,-1.06139515860202,-0.869288669950811
221,ahzr1pi6wk2jnjmahzretuxgrj67r689,Uganda,Male,25,1,2,0.0,3,3,107,40.06,1.0,1.00252482868606,-0.049725673747713
222,gmncy9gt7jmuewgm141s3tm3frcesx91,Cameroon,Male,25,2,3,2.0,5,4,81,100.0,1.5,0.998709431575951,0.0095077162592704
223,atttlknvtc7ygqbtnncatttlknohunla,Rwanda,Male,22,1,1,-2.0,4,5,105,83.19,6.5,0.408053291606885,-0.300780429557927
224,r23mc9hbfqk137lf4nr23mcblalwk2gc,Kenya,Female,28,1,2,5.0,4,3,4,20.17,1.5,-0.221608341074227,1.08468098092367
225,5ax053xllekco0y8us5ax059ckezixgu,Kenya,Female,26,2,2,4.0,5,5,81,99.745,4.0,0.325305516966414,1.0084492847139
226,skldsrngcvolejgrskldsrngrxspx1i8,Kenya,Female,27,5,2,2.0,5,5,78,100.0,2.0,0.581818549113924,0.350624655805483
227,dgq7x6k4fk7728dgq7dx2xeiy5a4jf2y,Kenya,Female,24,1,2,2.0,3,3,50,76.16,2.0,-1.02524334765779,-0.470781603791677
228,x2yjxxxe51jwlmvodx2yj2luww7hx1pt,Kenya,Female,22,1,1,-1.0,4,2,8,81.345,1.0,-0.708350001624734,0.252126848657807
229,p2h4tik8sz5lvbp2h4tafgkrq0ko99wh,Nigeria,Male,34,4,3,6.0,5,5,58,100.0,2.5,1.4752312385198,1.51003999817738
230,p952ams1in4371gp952lnir6o5grg75w,Nigeria,Male,24,2,2,1.0,5,5,23,100.0,1.5,-0.846348969128748,0.281569606621701
231,xos6v5exjxrcg5ixos6v0p384g54nemz,Uganda,Female,25,1,2,3.0,5,5,101,87.5,1.5,0.320853119500673,0.0234879481365184
232,tc4hvttmpl7b51mjtci6bnb88pewbccs,Nigeria,Male,35,3,3,5.0,4,5,102,100.0,2.5,-0.796863856901619,0.256911094895352
233,gke7cj76iuazrm7gmu0kjfa1gke7cj76,Kenya,Female,32,4,1,5.0,5,3,20,100.0,2.5,-0.587730915089005,-0.0469333841736762
234,by27uapc7t1oby27w7mkze47cy1zhktk,Kenya,Male,25,1,2,2.0,5,5,83,92.995,3.0,-0.333910780856969,0.490088538412203
235,1b8m5gxmwxqri4ga8eh1b8m5gxmlbll0,Kenya,Female,34,5,2,9.0,4,5,58,100.0,2.5,-1.53856830260582,-1.08913248497785
236,ha3ouxnip27szhha3ou1ykq4wpu4pdzx,Kenya,Female,22,5,2,0.0,5,5,7,99.995,2.0,0.882827167384654,0.0481429167118576
237,p2fjk0yer6f5jndkohlp2fjpqxf576l7,Uganda,Male,23,1,1,-2.0,5,5,7,98.83,1.0,-0.877339598937217,-0.0885664746619308
238,w1gz9zj6njjbyebw1gzswg8opcd9gdyj,Kenya,Female,22,2,2,-1.0,5,4,85,100.0,3.0,-1.28430831958491,-1.77855614065538
239,ctkkoboa7b3frja3qcmraj7pctkkoj47,Kenya,Female,28,1,2,5.0,5,5,101,100.0,3.0,1.10657283664784,1.03724810394939
240,ggq3gq9o4plw86ggq3gq6zf2g5wsdzzy,Nigeria,Male,31,5,2,2.0,5,3,64,99.99,1.0,-0.48035682519679,-1.02114844284423
241,3z5vinpj1dkst4vkq3z5vin4ov4ahygn,Kenya,Female,25,2,2,2.0,4,5,102,100.0,1.5,0.656468885026178,0.196167181051455
242,q22bfr1j1bmm2j1x2nr2z1q22br8g9z3,Zimbabwe,Female,30,2,2,6.0,5,3,85,100.0,2.0,0.0711190285686063,0.664486169792194
243,ue26bkoy3o3d0yywle8ue26bx7u6x7yn,Kenya,Female,38,5,2,15.0,4,3,17,56.97,3.5,-0.527835070911627,0.851891096695153
244,g3c2zfn38u5ms5b4d7g3c2zjq9l38r8a,Kenya,Female,28,5,2,7.0,4,4,110,50.77,2.0,0.314103543447173,1.10907523653655
245,th06cvtzcgt6qgl2v524th06cvtlgk5t,Kenya,Female,31,3,3,-1.0,5,5,106,99.81,1.0,1.13344089352232,0.71363594807738
246,xx8pqzml8uuhtxxx8pns8t95d93t2jrr,Togo,Female,25,1,3,1.0,3,4,25,100.0,2.5,-0.906002261948984,-1.1521359621649
247,8o3tbgn8o3tgac4es4z3ctgga6ftc3lm,Kenya,Male,26,5,2,2.0,3,5,3,94.12,3.5,0.883346424014814,0.0205828650173026
248,pgtffasz2ufermxfrpgtffasc9857d2k,Kenya,Male,24,1,2,0.0,5,5,91,52.695,2.0,0.376188844251788,0.143164115323375
249,bqno2vitsl3l6i71kam2j6bqnowxl3ph,Kenya,Male,26,1,2,2.0,5,5,105,100.0,6.5,0.099474035716116,1.23376938163306
250,qh8zwz55hohonsdhea5a72rqh8zwzbab,Kenya,Male,27,3,2,4.0,5,2,95,100.0,1.5,0.893379894472227,-0.956211279837748
251,13j638fc6t78s1o8tib13jiyrudg4npv,Sudan,Female,24,5,2,0.0,5,5,77,99.78,3.0,0.950024194817465,2.42615239942271
252,rr94blkvc4prbrrr946heyk296aylnl3,Kenya,Male,26,1,2,1.0,4,4,11,74.065,1.5,0.101512256118543,-1.18578941156612
253,nbi57gpltyvnf0bmnwwkanbi57gp9ncl,Nigeria,Female,31,1,2,8.0,4,4,27,89.905,2.0,-0.94176469571943,-1.26447435794284
254,t00noleb2fspgemct00noyt1urxhqglg,Kenya,Female,29,2,2,8.0,5,5,56,100.0,3.0,-0.495938219478759,0.877503181394328
255,ocrp2htfp8iwge4jocrpxcest46wnbf4,Kenya,Male,27,1,3,1.0,4,4,7,75.8,1.5,0.371954103179804,0.0177199035239269
256,z8xuyb35ww9hqr6myvy1jbz8xuyb3yx2,Kenya,Male,29,4,2,1.0,4,5,47,100.0,1.0,0.0531414490626218,0.316785442355508
257,0k234khho6b9h0k234wz1hpd8srcr8u3,Kenya,Female,25,1,2,1.0,4,5,103,51.4,3.5,1.43563299645195,0.918873118479871
258,c058rtxgd3v19xb5hc05aqj6tq3athne,Kenya,Female,25,2,2,1.0,5,5,38,83.36,5.5,0.103951004453035,1.15854041920337
259,znb57r80h8jex5vytznb57ke5k6320jv,Kenya,Male,32,1,2,8.0,4,5,112,100.0,1.5,-0.16418866928401,0.249798532497644
260,n168txxpxgxnoyt7uyyn16ejl5pql8z0,Kenya,Male,32,1,1,-1.0,5,3,46,54.305,1.0,-1.38788414111288,-0.496420174128418
261,zp0p6pe3ycocyxm0tcz2rzp0p6p6ceft,Kenya,Female,24,4,2,2.0,4,5,104,1.86,1.0,1.00366443616381,1.03151732335114
262,eq70rw4x5ltwje8ijeq701kqf1q43hkk,Botswana,Female,23,1,2,1.0,4,4,58,53.14,1.0,-1.69173808532975,-0.0475190648118518
263,w9mcsdbvxpopbooiuw9mbx8aex5kd8s1,Kenya,Female,23,1,2,0.0,5,5,103,97.93,1.0,-0.7541771120065,0.449628596935403
264,9638b8snsyh6mww5h4s9638b10yewznh,Morocco,Male,27,1,3,6.0,5,1,68,97.605,2.0,-0.454669226816499,-0.725081829355585
265,jo4dhidup0vvpseytjo4dh9u4wrj53br,Kenya,Female,27,1,2,5.0,5,5,96,69.32,1.0,-0.566459983491463,-0.962740201936478
266,gtsimw4km5sxreatahgtsiixrscbr6c9,Zimbabwe,Female,37,4,2,2.0,5,5,103,100.0,5.0,0.989428150801926,0.516828846318984
267,56if1jphuckd79qv56if7er24j4pktip,Uganda,Female,25,5,2,2.0,3,4,6,61.235,2.5,-1.38459531203428,-1.74067009755539
268,nj7d9qffec7cfu7bzmonj7d9qf9bs6ov,Uganda,Female,33,1,2,7.0,5,5,1,83.77000000000001,1.5,-0.513346388601559,-1.08236639991553
269,499ckj5zl6cjt3w499cyx92yt4n3l9e6,Kenya,Male,33,3,2,9.0,5,5,6,100.0,2.0,-0.316302753360191,0.134632346805869
270,pwuld6ww39v3cfcbqpwuldbqs54f7z9m,Kenya,Male,23,2,2,1.0,5,5,95,100.0,1.5,0.436660012040137,0.487423897184155
271,ack1p5jnuxvng12gack1zh9ohssdm0gl,Kenya,Female,29,1,2,2.0,5,5,63,20.175,1.0,0.347887396872167,0.919737018568586
272,31oy66n40ylx8l7aa31oy5w2wufzxxbx,Kenya,Male,22,1,2,-1.0,5,5,85,100.0,1.5,-0.40334946645764,0.0284124053337329
273,3f9acwg9shzyzzxky7shq3f9acw26mff,Kenya,Female,41,3,3,0.0,3,3,102,100.0,2.0,-0.0566679550143771,0.529513533066661
274,iy95873i3m26ip9srj1oiy95870a4qib,Sudan,Female,24,1,2,0.0,5,5,69,100.0,5.0,1.35642737175446,1.5613978549268
275,mi3tz4sqgxygg0qokbjyzjmi3tzbyfaq,South Sudan,Male,19,1,2,-4.0,5,5,102,16.38,1.5,1.59264874348864,-0.883153902636179
276,drnd31oc8m03xe4mdrnd34we91hwktg8,Kenya,Male,21,1,2,-1.0,5,5,2,98.765,2.0,0.840005275464839,1.29861577302881
277,trlz3yrnioswtru672ghl22dcihx7u67,Kenya,Female,25,1,2,2.0,5,5,56,99.545,2.0,-0.75944928554693,0.129603279020416
278,ijiihi90rpwddlt93t1dijiihiuzp44k,Kenya,Male,21,4,2,-1.0,5,5,84,89.78999999999999,1.5,-0.227507678020974,1.12165632827691
279,ni7oh3j6pmxb24jgbini7oh354nha962,Kenya,Female,27,3,2,5.0,5,5,87,96.84,3.0,0.973034785441271,-0.923105347618926
280,1otw1ppzaqy0y911otwjclaykxo8c299,Nigeria,Male,29,2,2,8.0,5,5,72,100.0,2.0,0.645712727297265,1.0626946703112
281,oly8zaigk2x0zll8ipyoly8zaig72mdn,Kenya,Male,26,1,2,1.0,5,5,66,47.13,2.5,0.227808496298054,-0.0007200819607271
282,5ttwqotja6z0t103syi5ttwqpoyv4bq7,Kenya,Female,30,4,2,7.0,5,5,104,100.0,2.5,0.810160795582459,0.489707630431605
283,5l0wp8rzh9q5h2s0qbc6j765l0wp8rss,Kenya,Male,34,2,3,10.0,5,4,91,99.795,3.5,1.0205482489492,1.11060962263068
284,o4oz5okfub27deenowpo4oz5okffzmug,Uganda,Male,27,3,2,4.0,5,5,1,100.0,1.0,0.601518735888473,1.1690354282444
285,3ui3fr27ecv320a7bh3ui3frdpvu4a64,Ethiopia,Female,29,3,3,1.0,4,4,0,10.395,2.0,0.688480807848103,0.393556739142802
286,u9yj2j04fxwi278450t8u9yj2j3d57in,Kenya,Male,22,3,1,-2.0,4,4,66,100.0,1.0,0.636004190797745,0.675109770818118
287,7263ef594w2yapi72630belkb17p84od,Kenya,Female,24,1,2,1.0,5,5,78,74.935,1.0,0.419921351048706,-0.658495924270353
288,ocdfigspi1l5s2mzjocdfigsow1s9pvk,South Sudan,Female,25,5,2,0.0,3,2,92,100.0,4.5,-0.191010708970748,-0.0025017112431804
289,was5ep7yxkg58zamdwas5e3wusnembuf,Kenya,Female,32,1,3,7.0,5,5,7,100.0,3.5,1.33723848844581,0.0417821533017465
290,fxkihhs364a61i83hufxkihhwbtb5nld,Kenya,Female,25,1,3,1.0,5,5,42,80.055,1.5,-0.535717868149736,0.917156574031731
291,rayqhjw1pz5ra7129m30rn3q4xssz712,Kenya,Male,30,1,2,5.0,4,5,9,100.0,2.5,1.12989409684565,-0.909639942078292
292,rz0akul2i4impitb804bfjn4rz0akubg,Kenya,Female,33,1,2,2.0,5,5,69,65.19,1.0,-0.376153605427478,-1.89638833847814
293,hkt8bausup2a3ouaqdrjg6hkt8lmo36p,Kenya,Male,25,1,2,2.0,5,5,52,100.0,1.0,-1.59885140312193,-0.0465398132409407
294,sbn64sqqruo82t9x3p00h8sbn640cbe7,Nigeria,Female,27,1,2,4.0,1,1,84,100.0,1.0,-0.779990348735872,1.00143714556318
295,xpn56qsxjvctdrhoy0mxpn56m57qjuqj,Kenya,Male,24,2,2,1.0,5,5,1,100.0,1.5,0.369736119437052,-1.27924524044554
296,1p1j2tn02k6nlwokqdmt1p1j2j6d5v8t,Kenya,Female,25,1,2,2.0,5,4,82,100.0,2.5,-0.0557784255068396,0.718582662855773
297,u9slr80r1wpgw011sju9slrn0mhdrjfq,Kenya,Female,28,5,2,6.0,4,5,84,87.86500000000001,2.5,0.706967479827616,0.138356960960193
298,jb03tyyzxssucc5mcgpjbjvdt6s9w3cw,Kenya,Female,33,1,2,10.0,5,4,9,97.595,3.0,-0.0036458061000901,0.693379770575697
299,yzwax6ks8s372sdjnyzwaxh82zrk84ew,Kenya,Male,39,5,3,-1.0,5,3,39,80.055,1.5,-0.743046957984129,0.196510722710899
300,u1hfd1sk6wjoe5ltu1hfuke4sbfh3rah,Kenya,Male,37,3,2,7.0,3,3,79,97.585,3.5,-0.564021017318704,-0.580211892585674
301,lj2n9ve6zsfl7yedelj2n9vn8swgotp6,Kenya,Male,23,2,2,2.0,5,5,1,95.08,2.0,0.692891352089986,0.509989237551809
302,onlvc694knacc2a62qonlvc69zi21itt,Kenya,Female,24,2,2,1.0,4,5,5,100.0,2.0,0.248506338249263,0.250617207428644
303,zhav22agndjo1zhavn6j501tox2o2hyn,Nigeria,Male,32,1,3,0.0,3,3,76,100.0,2.5,-0.203453548815665,-0.0958349617390122
304,hc94ajdvv78nr4wrhclykycqy1qhbvwx,Kenya,Female,24,2,2,1.0,5,5,1,100.0,2.0,0.726348347721244,0.0480850387734891
305,5vym4mdp3x296yd55vym4mdactemijpo,Kenya,Female,29,1,2,7.0,5,5,73,100.0,1.5,1.53939541055267,1.1144987808892
306,euxqzwcyrmb4fv5g3a5g57reuxqzwciq,South Africa,Female,32,5,3,-1.0,4,4,36,80.86,2.0,0.46923842670341,1.46043164006319
307,er0sut216f5z9f2pcgdbsoker0sut2to,Kenya,Female,31,1,3,-1.0,4,5,67,100.0,3.0,-0.202900581824358,-0.208863057185507
308,dcyal0gos4idcynfegav2vowoqzwb0nf,Kenya,Female,28,2,2,6.0,4,4,1,98.955,2.5,0.597075287680468,0.193360386766219
309,mdw8u5ktwl4jxnpu3mdw828omu8tjunz,Kenya,Male,26,1,2,-1.0,4,5,3,54.83,1.0,-0.434474379512458,-0.268842319029077
310,dn5x85o9e5s6v4k59uds9ndn5x851p4c,Kenya,Male,27,1,2,3.0,3,5,0,58.945,1.0,0.162851683158367,-1.62034370700512
311,hlofoo1gnmwvw9gihlofootf2c433br4,Burundi,Male,30,5,2,6.0,4,3,1,97.655,2.0,0.867994458549598,0.0465324853373411
312,lvvqpv099n5vdgshhk6k9lvvqpv82ato,Uganda,Male,25,2,2,1.0,5,4,1,100.0,2.0,1.82747102134271,-0.378074005177602
313,wb2rfnksm9l5y93m7wb2rfn0nkqbsf71,Kenya,Female,24,1,2,1.0,5,5,1,8.64,1.5,0.597021259106058,0.511749193119861
314,6bqygpgd5jtlfpt4n6bqaf3fnoduxer7,Kenya,Female,24,4,2,1.0,5,5,1,100.0,2.5,1.10445018154959,1.65234187523842
315,r1n1pj8c2tclj33ber1n1c7wgwj367k0,Kenya,Male,21,2,2,-1.0,5,5,5,69.185,4.5,-1.31653671978849,0.352417861944431
316,kyhqkg3sebkohhnftpkyhqkeux83wxnu,Kenya,Male,25,1,2,1.0,5,4,0,99.735,3.5,1.03351401621795,0.534950849606274
317,73xfy8xk0151539w4kv7k3q73xfy8mbb,Kenya,Female,22,1,2,1.0,2,5,26,100.0,7.5,0.322538410721548,-0.0135834892574214
318,orv0dk1b0tw0prg77g7orvk7y8ik5cdr,Nigeria,Male,20,1,2,-1.0,5,3,3,99.64,1.0,1.00086453955836,0.438869925817026
319,jbu98b4o2s4ag10yvwjbu98b4igbedqp,Uganda,Female,36,5,3,-1.0,5,2,27,77.03,2.0,-0.215061785351137,-1.04613979762325
320,41y05gwa6d05kvnex41y0sy6gsyqvv1w,Kenya,Female,33,2,2,5.0,3,3,2,100.0,3.0,0.274915302571357,0.514415406365114
321,lq1y5yafsuvvg49uu1rlq1y5yq93hn5i,Kenya,Female,26,1,2,4.0,4,5,26,100.0,2.0,-1.4584960622156,-0.113153746709885
322,7xx4m668988sqq9rjk7xx4mf2kdn983o,Uganda,Male,24,1,2,0.0,5,5,35,8.12,1.0,0.563350123764019,-1.24676717958765
323,rann316ephkgqyp3ranne7htswumz299,Malawi,Male,26,5,2,2.0,5,5,17,100.0,6.0,0.515554796832171,-0.916956248845548
324,0b8e0qqpn6jhq0xy8za0b8e0qw0kkgd9,Kenya,Male,26,2,2,4.0,4,5,1,100.0,2.5,0.210747701052803,1.11674493720962
325,ykyysc9wv6cva6ul5srykyyscab6cff6,South Africa,Female,27,1,3,1.0,3,3,3,100.0,2.5,-0.585632072457907,-0.27329564192707
326,s4t11b0ua540bg1qcx70ns4t11b0u8o7,Kenya,Female,21,1,1,-2.0,5,4,1,87.33,2.5,-0.529405446521496,1.03778238428206
327,zeovpwn5umbm7zvxzeovp6p2csi81frc,Kenya,Female,23,2,2,0.0,4,5,1,100.0,1.0,0.187302022466108,0.509965132112664
328,umz9ulyxpwzhp4e3q6t1fumz9ulyi6tt,Kenya,Male,26,2,2,2.0,5,5,1,99.73,2.0,-0.667756852533365,0.212765318232306
329,jsv5mq1km1877o9nazjsv5mqwdinik4e,Kenya,Female,32,4,2,7.0,3,1,5,68.02,1.0,-0.279351578437874,-1.32375629523137
330,7cd5cl7r9udhn4vqw07cd5c8uhen8nur,Kenya,Male,31,1,2,8.0,5,5,4,18.84,1.0,-0.794498477874656,0.562816417502259
331,tpyt6ju2d1x8hgtpytzvths9ksar4uaw,Kenya,Female,21,4,2,0.0,5,5,4,96.355,1.5,-0.154208489874365,0.994987174622501
332,j3mbi1qa3f9hega9oj3mbfwcajsoyoo5,Kenya,Female,25,1,1,0.0,3,4,1,100.0,1.0,0.60382183372162,-1.04103775641041
333,a8zix8ws3nem4td5wdza8zix6emhaibg,Kenya,Male,32,1,2,7.0,4,5,3,72.44,1.5,-0.97408458417532,0.178277116645231
334,8i4l2cpq0pg2v9ftr38i4l2cocvivcoa,Kenya,Male,24,1,2,1.0,4,5,1,100.0,2.0,0.874926905912654,0.258394218552521
335,bauv6igdp8u1ymypebauv681s7p1fo5s,Nigeria,Female,26,2,2,-2.0,5,5,53,100.0,1.0,-0.729334111020708,-0.837762769388823
336,sxbzvpy8t3bgvggyrxsxbz3o7hf4dq6u,Kenya,Female,27,5,2,3.0,5,4,60,99.785,1.0,0.187048201093427,-1.34757384392441
337,dbzfi5z0e60oa7cseg9udbzfi5zi7hoh,Uganda,Female,27,2,2,4.0,5,5,64,99.935,3.0,-0.420422591139512,-0.0692343822235755
338,jbexnxwa8sxidivjbezxrdw9neyv3vky,Kenya,Female,29,5,2,0.0,1,4,64,100.0,1.0,0.562294719227595,-0.0689714748657299
339,bfagvkodjtyq2ybfvbeqkbfagvkoa74p,Sudan,Female,25,1,2,0.0,4,2,20,94.38,2.5,0.51152546339305,1.37480296074721
340,r0216835cfrrz25ag2qr02168r27158c,South Africa,Female,36,1,2,2.0,4,3,45,100.0,3.0,-1.03853887344017,-0.597127435066833
341,you3t8e0by7vhs2nyoun5yw72tsmglcw,Kenya,Male,20,4,1,0.0,4,3,61,100.0,1.0,-1.21396622189281,-1.3149480065426
342,35l1x29g4pupadqqim4rg35l1x2tfymc,Sudan,Female,22,1,2,-2.0,4,3,41,100.0,1.0,0.133576878446658,0.306836931939118
343,n4iixbxkcypdn4iij784urw2e0mcoea7,Kenya,Female,29,2,2,-1.0,5,3,46,79.715,1.5,-0.761712706398103,1.72191744471882
344,cjo9z2pczpp4zwwsqwffbcjo9z2pcrm5,South Africa,Female,33,3,3,2.0,2,1,68,9.78,1.0,0.896536353631621,-0.96460280043253
345,ku1hsekchmbvzkuanoe1spy1weh9zrbn,Kenya,Male,25,1,2,1.0,5,5,58,97.04,2.0,-1.49736229078096,0.679672580651042
346,6ndiwwsi2of7hb69o6ndin0pqyehzk7e,Kenya,Male,30,1,2,6.0,3,4,42,99.69,2.0,0.0086220512562151,-1.21674166085604
347,83v15uckleiiglwo83v154wnvd7g9ujx,Kenya,Male,23,1,2,-1.0,5,5,56,100.0,1.0,0.268952246080784,0.76934200599876
348,jc8x4jb1wpv6y1nqf3bqo9jc8x4mjzqg,Kenya,Male,22,2,2,0.0,4,5,82,38.05,2.0,0.456222582453145,-1.11902243353826
349,4d5aba0ldmv7hgqm76b4d5abxhtrmu20,Kenya,Female,26,2,2,7.0,5,3,18,100.0,5.0,1.10039118944975,0.323812477548024
350,d78y1uffqocmh6wts0b8syd78y14xcmc,Kenya,Male,42,1,3,9.0,3,4,1,100.0,7.0,0.237721282490431,0.693707421547155
351,8f79fuc3bh7p20o8t9pfr8f79fuc4r40,Kenya,Male,38,5,3,9.0,4,4,78,100.0,1.0,-0.794754830152184,0.285752317937776
352,kwmlvx3h55bawgoaa6kwmlvxkwa2ed10,Kenya,Female,28,1,2,0.0,1,1,1,84.005,3.0,1.21475813545311,0.296771781412347
353,ya3ruwg4uh8z3zya3r7sx8jpbnz56gwx,Uganda,Female,25,1,2,0.0,5,5,1,97.97,2.0,0.656498189958642,0.300013971193192
354,avcfkg6crea633dknavcfkwocr6kn0h1,Uganda,Male,27,2,2,5.0,5,3,69,100.0,2.0,1.35014786794663,0.483436503260891
355,os6v72d3ed2io67qgjos6v72gfw6ru61,Malawi,Male,40,2,3,1.0,5,5,1,100.0,3.0,0.847021962096196,-0.450005348645668
356,i6d2jz6egmjv4f9ge0i6db30pazczbj5,Kenya,Female,24,1,2,4.0,5,4,26,100.0,2.0,-0.640229177247075,0.262593297286145
357,j4o64z93a6in7x2isj4o643d5yxz4xj1,Kenya,Male,30,1,2,4.0,5,5,1,100.0,1.0,-1.81981935600956,0.240215428614186
358,egn372q9qa7mre5htegn3770rzjr3aw6,Uganda,Female,32,1,2,4.0,5,4,59,100.0,4.0,-2.02291283924319,-0.804258173541259
359,7qj477rupz3qt8f1v7qj477ro6p6qucz,Nigeria,Male,36,1,3,8.0,5,4,5,100.0,1.0,0.329836840993714,-0.501899334808573
360,cio7fwsd78beklavycio7c2af7ttjtcz,Ghana,Female,25,1,2,3.0,3,3,12,87.785,1.5,-0.486662845292142,-1.13707531636133
361,up1s22n39gdp4vm3up1sfs02kfvg55jo,Kenya,Male,36,1,2,11.0,5,4,3,100.0,2.5,-0.12071137908876,0.0181510687788977
362,pjqximdfunuvf8p8d5sdpjqxx540ullr,Kenya,Female,19,1,2,-3.0,5,5,1,80.16499999999999,4.0,-0.0029233482933274,0.0441193292229152
363,3v1vga8e9sn5p4h8g3v1vgo5zkasi2sh,Kenya,Male,24,2,2,1.0,4,5,1,100.0,1.5,1.49538290641332,0.23517851847076
364,wg4swri7z0dh3lrdvwg4sw2i5a8ii1pw,Kenya,Female,23,3,3,2.0,5,4,42,99.44,1.5,-0.630438475100417,-1.44184668783337
365,17e6zo2imvw3k17epzifqjkd67haykuj,Kenya,Female,28,1,2,5.0,5,5,4,69.1,3.0,0.703946258760658,0.359446204335133
366,q7es9cjn387xxnin4qq7es9cjer5xuqj,Kenya,Female,32,1,2,8.0,5,5,9,84.16499999999999,2.0,0.942069935668911,1.14516555819275
367,rdlby7kipu97v5vrdlbyvueh2muo2zrt,Kenya,Female,27,1,2,6.0,3,3,28,99.98,3.5,0.206645139397954,-0.458489267977483
368,9svvu9p4q10a9uier9v9svvu9pprflv7,Kenya,Male,23,1,2,-1.0,4,5,2,100.0,1.0,-0.56156794967738,0.282776340266363
369,8z87vpue2gukb5f9xpt918z87vpukowf,Uganda,Male,36,2,3,0.0,5,5,1,100.0,3.5,0.413351758664118,0.858428069890784
370,zf0vrvhcno3tcnozf0mrd3hmgqts0xbu,Kenya,Female,32,1,2,7.0,5,3,8,100.0,1.0,1.15706309217089,0.32433484235004
371,gu2ablcbzqwirkorbx5hgu2ablcv2zkn,Kenya,Male,29,2,3,-1.0,5,5,8,100.0,1.5,-0.12442499751094,-0.454667346119139
372,cnk2hu5osc1gq04xcnk2hu51tfdny512,Kenya,Male,27,1,2,1.0,5,5,1,100.0,1.5,-0.148912624625306,0.315965473807644
373,wfdkm2v0yem7sakqrfud6owfdkm2m6nk,Ethiopia,Male,26,1,3,0.0,5,5,2,89.00999999999999,4.0,0.0730852900794104,-0.729763274471149
374,0qm5z2p4tuj0oplavxr0qm5zhv0y85lz,Kenya,Female,36,3,2,11.0,5,5,3,96.22,1.5,-1.65720239608471,-0.3346986263465
375,4jazeieyf2l57p34jazeunknatt00ws0,Kenya,Male,25,4,2,0.0,5,5,1,99.13,1.0,-0.386980836344822,0.125455235512617
376,79faxjb598govq79favjcuh0zuwhglmz,Kenya,Male,39,5,3,1.0,5,5,12,99.975,2.0,0.826633567064656,-1.11454245072816
377,ds9noeeqk6a938teo9ds9noeedix9omf,Kenya,Male,31,4,2,7.0,4,5,120,66.58,1.0,1.03263481999323,0.326499562752784
378,2606khtajech8a6l4h402606kht6db6u,Kenya,Female,24,1,2,1.0,5,4,3,100.0,2.5,0.53461211212187,0.581700421249122
379,bt22cackd6uiaw0a4bt22cf5xejj1fyc,Kenya,Female,37,5,3,-3.0,4,4,2,100.0,3.0,0.836310182393766,-0.577773804552183
380,xj4rlx9pu9ekttdc62q5f4xj4rlxgidv,Kenya,Male,23,3,2,-1.0,5,4,5,83.925,3.5,0.600726364067008,1.28551474643063
381,bocohydfoomgzvbocoljajn416j46gqt,Kenya,Female,22,1,2,0.0,5,3,9,99.92,1.0,0.399636201280222,0.0745569210359387
382,3n5ztp2mhwvgd8ph6l1s3n5ztp250xp0,Kenya,Female,33,1,2,9.0,5,4,6,96.55,3.0,-0.529519717984338,-0.161436381718607
383,41zayoqoto488tz9r8t41zayoqf4a3yf,Malawi,Male,36,1,2,9.0,4,4,2,100.0,8.0,0.660342550557896,-0.133210831922464
